week_48,label,sci,ebird_score,in_ebird
6,Anarhynchus alexandrinus_Kentish Plover,Anarhynchus alexandrinus,0.0,False
6,Corvus macrorhynchos_Large-billed Crow,Corvus macrorhynchos,0.9959,True
6,Larus fuscus_Lesser Black-backed Gull,Larus fuscus,0.2588,True
6,Anser erythropus_Lesser White-fronted Goose,Anser erythropus,0.0796,True
6,Emberiza pusilla_Little Bunting,Emberiza pusilla,0.3361,True
6,Egretta garzetta_Little Egret,Egretta garzetta,0.6671,True
6,Tachybaptus ruficollis_Little Grebe,Tachybaptus ruficollis,0.6454,True
6,Thinornis dubius_Little Ringed Plover,Thinornis dubius,0.0,False
6,Limnodromus scolopaceus_Long-billed Dowitcher,Limnodromus scolopaceus,0.0012,True
6,Aegithalos caudatus_Long-tailed Tit,Aegithalos caudatus,0.6837,True
6,Anas platyrhynchos_Mallard,Anas platyrhynchos,0.8509,True
6,Aix galericulata_Mandarin Duck,Aix galericulata,0.4037,True
6,Tringa stagnatilis_Marsh Sandpiper,Tringa stagnatilis,0.2303,True
6,Emberiza cioides_Meadow Bunting,Emberiza cioides,0.5605,True
6,Falco columbarius_Merlin,Falco columbarius,0.3901,True
6,Cygnus olor_Mute Swan,Cygnus olor,0.3783,True
6,Ficedula narcissina_Narcissus Flycatcher,Ficedula narcissina,0.0657,True
6,Ninox japonica_Northern Boobook,Ninox japonica,0.2211,True
6,Vanellus vanellus_Northern Lapwing,Vanellus vanellus,0.5629,True
6,Anas acuta_Northern Pintail,Anas acuta,0.6424,True
6,Corvus corax_Northern Raven,Corvus corax,0.0006,True
6,Spatula clypeata_Northern Shoveler,Spatula clypeata,0.5649,True
6,Anthus hodgsoni_Olive-backed Pipit,Anthus hodgsoni,0.5159,True
6,Chloris sinica_Oriental Greenfinch,Chloris sinica,0.7018,True
6,Pernis ptilorhynchus_Oriental Honey-buzzard,Pernis ptilorhynchus,0.058,True
6,Acrocephalus orientalis_Oriental Reed Warbler,Acrocephalus orientalis,0.0261,True
6,Streptopelia orientalis_Oriental Turtle-Dove,Streptopelia orientalis,0.9795,True
6,Pandion haliaetus_Osprey,Pandion haliaetus,0.6351,True
6,Pluvialis fulva_Pacific Golden-Plover,Pluvialis fulva,0.2197,True
6,Turdus pallidus_Pale Thrush,Turdus pallidus,0.7416,True
6,Stercorarius parasiticus_Parasitic Jaeger,Stercorarius parasiticus,0.0918,True
6,Falco peregrinus_Peregrine Falcon,Falco peregrinus,0.3767,True
6,Recurvirostra avosetta_Pied Avocet,Recurvirostra avosetta,0.0576,True
6,Spodiopsar sericeus_Red-billed Starling,Spodiopsar sericeus,0.3893,True
6,Ficedula parva_Red-breasted Flycatcher,Ficedula parva,0.0,True
6,Mergus serrator_Red-breasted Merganser,Mergus serrator,0.4464,True
6,Tarsiger cyanurus_Red-flanked Bluetail,Tarsiger cyanurus,0.5186,True
6,Calidris ruficollis_Red-necked Stint,Calidris ruficollis,0.154,True
6,Anthus cervinus_Red-throated Pipit,Anthus cervinus,0.3784,True
6,Gallus gallus_Red Junglefowl,Gallus gallus,0.0,True
6,Calidris canutus_Red Knot,Calidris canutus,0.1027,True
6,Emberiza schoeniclus_Reed Bunting,Emberiza schoeniclus,0.4311,True
6,Anthus richardi_Richard's Pipit,Anthus richardi,0.2766,True
6,Columba livia_Rock Pigeon,Columba livia,0.2409,True
6,Corvus frugilegus_Rook,Corvus frugilegus,0.5639,True
6,Calidris pugnax_Ruff,Calidris pugnax,0.2778,True
6,Passer cinnamomeus_Russet Sparrow,Passer cinnamomeus,0.4294,True
6,Emberiza rustica_Rustic Bunting,Emberiza rustica,0.4777,True
6,Pericrocotus tegimae_Ryukyu Minivet,Pericrocotus tegimae,0.4432,True
6,Calidris alba_Sanderling,Calidris alba,0.3606,True
6,Antigone canadensis_Sandhill Crane,Antigone canadensis,0.1872,True
6,Asio flammeus_Short-eared Owl,Asio flammeus,0.3527,True
6,Leucogeranus leucogeranus_Siberian Crane,Leucogeranus leucogeranus,0.0092,True
6,Nucifraga caryocatactes_Spotted Nutcracker,Nucifraga caryocatactes,0.2587,True
6,Tringa erythropus_Spotted Redshank,Tringa erythropus,0.1635,True
6,Anser cygnoides_Swan Goose,Anser cygnoides,0.0274,True
6,Xenus cinereus_Terek Sandpiper,Xenus cinereus,0.1234,True
6,Aythya fuligula_Tufted Duck,Aythya fuligula,0.593,True
6,Cygnus columbianus_Tundra Swan,Cygnus columbianus,0.4243,True
6,Strix uralensis_Ural Owl,Strix uralensis,0.4254,True
6,Sittiparus varius_Varied Tit,Sittiparus varius,0.6978,True
6,Larus vegae_Vega Gull,Larus vegae,0.0,False
6,Zosterops japonicus_Warbling White-eye,Zosterops japonicus,0.7426,True
6,Coloeus monedula_Western Jackdaw,Coloeus monedula,0.0,False
6,Spodiopsar cineraceus_White-cheeked Starling,Spodiopsar cineraceus,0.5311,True
6,Antigone vipio_White-naped Crane,Antigone vipio,0.5801,True
6,Motacilla alba_White Wagtail,Motacilla alba,0.9263,True
6,Cygnus cygnus_Whooper Swan,Cygnus cygnus,0.4524,True
6,Tringa glareola_Wood Sandpiper,Tringa glareola,0.1935,True
6,Periparus venustulus_Yellow-bellied Tit,Periparus venustulus,0.0551,True
6,Emberiza elegans_Yellow-throated Bunting,Emberiza elegans,0.6736,True
6,Cisticola juncidis_Zitting Cisticola,Cisticola juncidis,0.3508,True
7,Saxicola stejnegeri_Amur Stonechat,Saxicola stejnegeri,0.1102,True
7,Muscicapa dauurica_Asian Brown Flycatcher,Muscicapa dauurica,0.0438,True
7,Delichon dasypus_Asian House Martin,Delichon dasypus,0.253,True
7,Parus cinereus_Asian Tit,Parus cinereus,0.0,True
7,Cyanopica cyanus_Azure-winged Magpie,Cyanopica cyanus,0.3765,True
7,Sibirionetta formosa_Baikal Teal,Sibirionetta formosa,0.0,False
7,Limosa lapponica_Bar-tailed Godwit,Limosa lapponica,0.3361,True
7,Hirundo rustica_Barn Swallow,Hirundo rustica,0.1337,True
7,Nycticorax nycticorax_Black-crowned Night Heron,Nycticorax nycticorax,0.2849,True
7,Chroicocephalus ridibundus_Black-headed Gull,Chroicocephalus ridibundus,0.4635,True
7,Rissa tridactyla_Black-legged Kittiwake,Rissa tridactyla,0.3923,True
7,Podiceps nigricollis_Black-necked Grebe,Podiceps nigricollis,0.447,True
7,Limosa limosa_Black-tailed Godwit,Limosa limosa,0.2742,True
7,Larus crassirostris_Black-tailed Gull,Larus crassirostris,0.4697,True
7,Himantopus himantopus_Black-winged Stilt,Himantopus himantopus,0.2688,True
7,Milvus migrans_Black Kite,Milvus migrans,0.7351,True
7,Cyanoptila cyanomelana_Blue-and-white Flycatcher,Cyanoptila cyanomelana,0.0406,True
7,Monticola solitarius_Blue Rock Thrush,Monticola solitarius,0.5165,True
7,Fringilla montifringilla_Brambling,Fringilla montifringilla,0.4674,True
7,Calidris falcinellus_Broad-billed Sandpiper,Calidris falcinellus,0.0558,True
7,Hypsipetes amaurotis_Brown-eared Bulbul,Hypsipetes amaurotis,0.9997,True
7,Turdus chrysolaus_Brown-headed Thrush,Turdus chrysolaus,0.2836,True
7,Sula leucogaster_Brown Booby,Sula leucogaster,0.3852,True
7,Lanius bucephalus_Bull-headed Shrike,Lanius bucephalus,0.7356,True
7,Corvus corone_Carrion Crow,Corvus corone,0.7657,True
7,Emberiza fucata_Chestnut-eared Bunting,Emberiza fucata,0.4445,True
7,Remiz consobrinus_Chinese Penduline-Tit,Remiz consobrinus,0.4455,True
7,Periparus ater_Coal Tit,Periparus ater,0.4066,True
7,Grus grus_Common Crane,Grus grus,0.1181,True
7,Bucephala clangula_Common Goldeneye,Bucephala clangula,0.4757,True
7,Tringa nebularia_Common Greenshank,Tringa nebularia,0.3449,True
7,Larus canus_Common Gull,Larus canus,0.4196,True
7,Alcedo atthis_Common Kingfisher,Alcedo atthis,0.5145,True
7,Mergus merganser_Common Merganser,Mergus merganser,0.5124,True
7,Gallinula chloropus_Common Moorhen,Gallinula chloropus,0.4175,True
7,Aythya ferina_Common Pochard,Aythya ferina,0.659,True
7,Tringa totanus_Common Redshank,Tringa totanus,0.2534,True
7,Actitis hypoleucos_Common Sandpiper,Actitis hypoleucos,0.5272,True
7,Tadorna tadorna_Common Shelduck,Tadorna tadorna,0.5514,True
7,Gallinago gallinago_Common Snipe,Gallinago gallinago,0.4547,True
7,Anas crecca_Common Teal,Anas crecca,0.7834,True
7,Calidris ferruginea_Curlew Sandpiper,Calidris ferruginea,0.0551,True
7,Coloeus dauuricus_Daurian Jackdaw,Coloeus dauuricus,0.0,False
7,Phoenicurus auroreus_Daurian Redstart,Phoenicurus auroreus,0.8861,True
7,Grus virgo_Demoiselle Crane,Grus virgo,0.0,False
7,Calidris alpina_Dunlin,Calidris alpina,0.454,True
7,Turdus eunomus_Dusky Thrush,Turdus eunomus,0.7014,True
7,Cecropis daurica_Eastern Red-rumped Swallow,Cecropis daurica,0.0586,True
7,Anas zonorhyncha_Eastern Spot-billed Duck,Anas zonorhyncha,0.7743,True
7,Motacilla tschutschensis_Eastern Yellow Wagtail,Motacilla tschutschensis,0.0646,True
7,Fulica atra_Eurasian Coot,Fulica atra,0.8364,True
7,Numenius arquata_Eurasian Curlew,Numenius arquata,0.438,True
7,Garrulus glandarius_Eurasian Jay,Garrulus glandarius,0.4668,True
7,Falco tinnunculus_Eurasian Kestrel,Falco tinnunculus,0.5115,True
7,Pica serica_Eurasian Magpie,Pica serica,0.6186,True
7,Haematopus ostralegus_Eurasian Oystercatcher,Haematopus ostralegus,0.3439,True
7,Spinus spinus_Eurasian Siskin,Spinus spinus,0.4765,True
7,Alauda arvensis_Eurasian Skylark,Alauda arvensis,0.4564,True
7,Accipiter nisus_Eurasian Sparrowhawk,Accipiter nisus,0.4971,True
7,Platalea leucorodia_Eurasian Spoonbill,Platalea leucorodia,0.5014,True
7,Passer montanus_Eurasian Tree Sparrow,Passer montanus,0.9961,True
7,Numenius phaeopus_Eurasian Whimbrel,Numenius phaeopus,0.243,True
7,Mareca penelope_Eurasian Wigeon,Mareca penelope,0.7641,True
7,Scolopax rusticola_Eurasian Woodcock,Scolopax rusticola,0.3603,True
7,Troglodytes troglodytes_Eurasian Wren,Troglodytes troglodytes,0.4639,True
7,Sturnus vulgaris_European Starling,Sturnus vulgaris,0.5742,True
7,Turdus obscurus_Eyebrowed Thrush,Turdus obscurus,0.1041,True
7,Mareca falcata_Falcated Duck,Mareca falcata,0.5618,True
7,Numenius madagascariensis_Far Eastern Curlew,Numenius madagascariensis,0.1617,True
7,Mareca strepera_Gadwall,Mareca strepera,0.5593,True
7,Spatula querquedula_Garganey,Spatula querquedula,0.2401,True
7,Larus glaucescens_Glaucous-winged Gull,Larus glaucescens,0.3974,True
7,Larus hyperboreus_Glaucous Gull,Larus hyperboreus,0.3495,True
7,Regulus regulus_Goldcrest,Regulus regulus,0.4099,True
7,Phalacrocorax carbo_Great Cormorant,Phalacrocorax carbo,0.7951,True
7,Podiceps cristatus_Great Crested Grebe,Podiceps cristatus,0.5886,True
7,Ardea alba_Great Egret,Ardea alba,0.6894,True
7,Anser albifrons_Greater White-fronted Goose,Anser albifrons,0.4752,True
7,Tringa ochropus_Green Sandpiper,Tringa ochropus,0.4424,True
7,Vanellus cinereus_Grey-headed Lapwing,Vanellus cinereus,0.3862,True
7,Tringa brevipes_Grey-tailed Tattler,Tringa brevipes,0.2741,True
7,Ardea cinerea_Grey Heron,Ardea cinerea,0.8543,True
7,Pluvialis squatarola_Grey Plover,Pluvialis squatarola,0.4179,True
7,Motacilla cinerea_Grey Wagtail,Motacilla cinerea,0.5528,True
7,Anser anser_Greylag Goose,Anser anser,0.0109,True
7,Coccothraustes coccothraustes_Hawfinch,Coccothraustes coccothraustes,0.4477,True
7,Circus cyaneus_Hen Harrier,Circus cyaneus,0.4657,True
7,Grus monacha_Hooded Crane,Grus monacha,0.5427,True
7,Horornis diphone_Japanese Bush Warbler,Horornis diphone,0.6712,True
7,Picus awokera_Japanese Green Woodpecker,Picus awokera,0.3653,True
7,Yungipicus kizuki_Japanese Pygmy Woodpecker,Yungipicus kizuki,0.6603,True
7,Parus minor_Japanese Tit,Parus minor,0.904,True
7,Motacilla grandis_Japanese Wagtail,Motacilla grandis,0.6658,True
7,Anarhynchus alexandrinus_Kentish Plover,Anarhynchus alexandrinus,0.0,False
7,Corvus macrorhynchos_Large-billed Crow,Corvus macrorhynchos,0.9959,True
7,Larus fuscus_Lesser Black-backed Gull,Larus fuscus,0.259,True
7,Anser erythropus_Lesser White-fronted Goose,Anser erythropus,0.0796,True
7,Emberiza pusilla_Little Bunting,Emberiza pusilla,0.3349,True
7,Egretta garzetta_Little Egret,Egretta garzetta,0.6671,True
7,Tachybaptus ruficollis_Little Grebe,Tachybaptus ruficollis,0.6454,True
7,Thinornis dubius_Little Ringed Plover,Thinornis dubius,0.0,False
7,Limnodromus scolopaceus_Long-billed Dowitcher,Limnodromus scolopaceus,0.0012,True
7,Aegithalos caudatus_Long-tailed Tit,Aegithalos caudatus,0.685,True
7,Anas platyrhynchos_Mallard,Anas platyrhynchos,0.8508,True
7,Aix galericulata_Mandarin Duck,Aix galericulata,0.4035,True
7,Tringa stagnatilis_Marsh Sandpiper,Tringa stagnatilis,0.2304,True
7,Emberiza cioides_Meadow Bunting,Emberiza cioides,0.5609,True
7,Falco columbarius_Merlin,Falco columbarius,0.3907,True
7,Cygnus olor_Mute Swan,Cygnus olor,0.3785,True
7,Ficedula narcissina_Narcissus Flycatcher,Ficedula narcissina,0.0662,True
7,Ninox japonica_Northern Boobook,Ninox japonica,0.2217,True
7,Vanellus vanellus_Northern Lapwing,Vanellus vanellus,0.562,True
7,Anas acuta_Northern Pintail,Anas acuta,0.6419,True
7,Corvus corax_Northern Raven,Corvus corax,0.0006,True
7,Spatula clypeata_Northern Shoveler,Spatula clypeata,0.5647,True
7,Anthus hodgsoni_Olive-backed Pipit,Anthus hodgsoni,0.5152,True
7,Chloris sinica_Oriental Greenfinch,Chloris sinica,0.7015,True
7,Pernis ptilorhynchus_Oriental Honey-buzzard,Pernis ptilorhynchus,0.0582,True
7,Acrocephalus orientalis_Oriental Reed Warbler,Acrocephalus orientalis,0.0262,True
7,Streptopelia orientalis_Oriental Turtle-Dove,Streptopelia orientalis,0.9796,True
7,Pandion haliaetus_Osprey,Pandion haliaetus,0.635,True
7,Pluvialis fulva_Pacific Golden-Plover,Pluvialis fulva,0.2202,True
7,Turdus pallidus_Pale Thrush,Turdus pallidus,0.7403,True
7,Stercorarius parasiticus_Parasitic Jaeger,Stercorarius parasiticus,0.0929,True
7,Falco peregrinus_Peregrine Falcon,Falco peregrinus,0.3777,True
7,Recurvirostra avosetta_Pied Avocet,Recurvirostra avosetta,0.0573,True
7,Spodiopsar sericeus_Red-billed Starling,Spodiopsar sericeus,0.3886,True
7,Ficedula parva_Red-breasted Flycatcher,Ficedula parva,0.0,True
7,Mergus serrator_Red-breasted Merganser,Mergus serrator,0.4458,True
7,Tarsiger cyanurus_Red-flanked Bluetail,Tarsiger cyanurus,0.5175,True
7,Calidris ruficollis_Red-necked Stint,Calidris ruficollis,0.1547,True
7,Anthus cervinus_Red-throated Pipit,Anthus cervinus,0.3787,True
7,Gallus gallus_Red Junglefowl,Gallus gallus,0.0,True
7,Calidris canutus_Red Knot,Calidris canutus,0.1036,True
7,Emberiza schoeniclus_Reed Bunting,Emberiza schoeniclus,0.4306,True
7,Anthus richardi_Richard's Pipit,Anthus richardi,0.2759,True
7,Columba livia_Rock Pigeon,Columba livia,0.2414,True
7,Corvus frugilegus_Rook,Corvus frugilegus,0.5631,True
7,Calidris pugnax_Ruff,Calidris pugnax,0.2782,True
7,Passer cinnamomeus_Russet Sparrow,Passer cinnamomeus,0.4283,True
7,Emberiza rustica_Rustic Bunting,Emberiza rustica,0.4784,True
7,Pericrocotus tegimae_Ryukyu Minivet,Pericrocotus tegimae,0.4436,True
7,Calidris alba_Sanderling,Calidris alba,0.3615,True
7,Antigone canadensis_Sandhill Crane,Antigone canadensis,0.1867,True
7,Asio flammeus_Short-eared Owl,Asio flammeus,0.3526,True
7,Leucogeranus leucogeranus_Siberian Crane,Leucogeranus leucogeranus,0.0092,True
7,Nucifraga caryocatactes_Spotted Nutcracker,Nucifraga caryocatactes,0.2587,True
7,Tringa erythropus_Spotted Redshank,Tringa erythropus,0.1634,True
7,Anser cygnoides_Swan Goose,Anser cygnoides,0.0271,True
7,Xenus cinereus_Terek Sandpiper,Xenus cinereus,0.124,True
7,Aythya fuligula_Tufted Duck,Aythya fuligula,0.5924,True
7,Cygnus columbianus_Tundra Swan,Cygnus columbianus,0.4255,True
7,Strix uralensis_Ural Owl,Strix uralensis,0.4256,True
7,Sittiparus varius_Varied Tit,Sittiparus varius,0.6989,True
7,Larus vegae_Vega Gull,Larus vegae,0.0,False
7,Zosterops japonicus_Warbling White-eye,Zosterops japonicus,0.7429,True
7,Coloeus monedula_Western Jackdaw,Coloeus monedula,0.0,False
7,Spodiopsar cineraceus_White-cheeked Starling,Spodiopsar cineraceus,0.5311,True
7,Antigone vipio_White-naped Crane,Antigone vipio,0.5786,True
7,Motacilla alba_White Wagtail,Motacilla alba,0.926,True
7,Cygnus cygnus_Whooper Swan,Cygnus cygnus,0.4529,True
7,Tringa glareola_Wood Sandpiper,Tringa glareola,0.1939,True
7,Periparus venustulus_Yellow-bellied Tit,Periparus venustulus,0.0549,True
7,Emberiza elegans_Yellow-throated Bunting,Emberiza elegans,0.673,True
7,Cisticola juncidis_Zitting Cisticola,Cisticola juncidis,0.352,True
8,Saxicola stejnegeri_Amur Stonechat,Saxicola stejnegeri,0.1112,True
8,Muscicapa dauurica_Asian Brown Flycatcher,Muscicapa dauurica,0.0448,True
8,Delichon dasypus_Asian House Martin,Delichon dasypus,0.2534,True
8,Parus cinereus_Asian Tit,Parus cinereus,0.0,True
8,Cyanopica cyanus_Azure-winged Magpie,Cyanopica cyanus,0.3778,True
8,Sibirionetta formosa_Baikal Teal,Sibirionetta formosa,0.0,False
8,Limosa lapponica_Bar-tailed Godwit,Limosa lapponica,0.3382,True
8,Hirundo rustica_Barn Swallow,Hirundo rustica,0.1362,True
8,Nycticorax nycticorax_Black-crowned Night Heron,Nycticorax nycticorax,0.2855,True
8,Chroicocephalus ridibundus_Black-headed Gull,Chroicocephalus ridibundus,0.4637,True
8,Rissa tridactyla_Black-legged Kittiwake,Rissa tridactyla,0.3931,True
8,Podiceps nigricollis_Black-necked Grebe,Podiceps nigricollis,0.4463,True
8,Limosa limosa_Black-tailed Godwit,Limosa limosa,0.277,True
8,Larus crassirostris_Black-tailed Gull,Larus crassirostris,0.4718,True
8,Himantopus himantopus_Black-winged Stilt,Himantopus himantopus,0.2708,True
8,Milvus migrans_Black Kite,Milvus migrans,0.7363,True
8,Cyanoptila cyanomelana_Blue-and-white Flycatcher,Cyanoptila cyanomelana,0.0416,True
8,Monticola solitarius_Blue Rock Thrush,Monticola solitarius,0.5168,True
8,Fringilla montifringilla_Brambling,Fringilla montifringilla,0.4691,True
8,Calidris falcinellus_Broad-billed Sandpiper,Calidris falcinellus,0.0568,True
8,Hypsipetes amaurotis_Brown-eared Bulbul,Hypsipetes amaurotis,0.9997,True
8,Turdus chrysolaus_Brown-headed Thrush,Turdus chrysolaus,0.2847,True
8,Sula leucogaster_Brown Booby,Sula leucogaster,0.3865,True
8,Lanius bucephalus_Bull-headed Shrike,Lanius bucephalus,0.7364,True
8,Corvus corone_Carrion Crow,Corvus corone,0.7664,True
8,Emberiza fucata_Chestnut-eared Bunting,Emberiza fucata,0.4424,True
8,Remiz consobrinus_Chinese Penduline-Tit,Remiz consobrinus,0.443,True
8,Periparus ater_Coal Tit,Periparus ater,0.4079,True
8,Grus grus_Common Crane,Grus grus,0.1166,True
8,Bucephala clangula_Common Goldeneye,Bucephala clangula,0.475,True
8,Tringa nebularia_Common Greenshank,Tringa nebularia,0.3469,True
8,Larus canus_Common Gull,Larus canus,0.4203,True
8,Alcedo atthis_Common Kingfisher,Alcedo atthis,0.5155,True
8,Mergus merganser_Common Merganser,Mergus merganser,0.5114,True
8,Gallinula chloropus_Common Moorhen,Gallinula chloropus,0.4178,True
8,Aythya ferina_Common Pochard,Aythya ferina,0.6579,True
8,Tringa totanus_Common Redshank,Tringa totanus,0.2552,True
8,Actitis hypoleucos_Common Sandpiper,Actitis hypoleucos,0.5275,True
8,Tadorna tadorna_Common Shelduck,Tadorna tadorna,0.5513,True
8,Gallinago gallinago_Common Snipe,Gallinago gallinago,0.4543,True
8,Anas crecca_Common Teal,Anas crecca,0.783,True
8,Calidris ferruginea_Curlew Sandpiper,Calidris ferruginea,0.0562,True
8,Coloeus dauuricus_Daurian Jackdaw,Coloeus dauuricus,0.0,False
8,Phoenicurus auroreus_Daurian Redstart,Phoenicurus auroreus,0.8852,True
8,Grus virgo_Demoiselle Crane,Grus virgo,0.0,False
8,Calidris alpina_Dunlin,Calidris alpina,0.4554,True
8,Turdus eunomus_Dusky Thrush,Turdus eunomus,0.7001,True
8,Cecropis daurica_Eastern Red-rumped Swallow,Cecropis daurica,0.0596,True
8,Anas zonorhyncha_Eastern Spot-billed Duck,Anas zonorhyncha,0.7749,True
8,Motacilla tschutschensis_Eastern Yellow Wagtail,Motacilla tschutschensis,0.0645,True
8,Fulica atra_Eurasian Coot,Fulica atra,0.8349,True
8,Numenius arquata_Eurasian Curlew,Numenius arquata,0.4389,True
8,Garrulus glandarius_Eurasian Jay,Garrulus glandarius,0.4684,True
8,Falco tinnunculus_Eurasian Kestrel,Falco tinnunculus,0.5117,True
8,Pica serica_Eurasian Magpie,Pica serica,0.6182,True
8,Haematopus ostralegus_Eurasian Oystercatcher,Haematopus ostralegus,0.3448,True
8,Spinus spinus_Eurasian Siskin,Spinus spinus,0.4763,True
8,Alauda arvensis_Eurasian Skylark,Alauda arvensis,0.4563,True
8,Accipiter nisus_Eurasian Sparrowhawk,Accipiter nisus,0.4965,True
8,Platalea leucorodia_Eurasian Spoonbill,Platalea leucorodia,0.5013,True
8,Passer montanus_Eurasian Tree Sparrow,Passer montanus,0.9961,True
8,Numenius phaeopus_Eurasian Whimbrel,Numenius phaeopus,0.2445,True
8,Mareca penelope_Eurasian Wigeon,Mareca penelope,0.7633,True
8,Scolopax rusticola_Eurasian Woodcock,Scolopax rusticola,0.3595,True
8,Troglodytes troglodytes_Eurasian Wren,Troglodytes troglodytes,0.4641,True
8,Sturnus vulgaris_European Starling,Sturnus vulgaris,0.5726,True
8,Turdus obscurus_Eyebrowed Thrush,Turdus obscurus,0.1058,True
8,Mareca falcata_Falcated Duck,Mareca falcata,0.5596,True
8,Numenius madagascariensis_Far Eastern Curlew,Numenius madagascariensis,0.1646,True
8,Mareca strepera_Gadwall,Mareca strepera,0.5587,True
8,Spatula querquedula_Garganey,Spatula querquedula,0.2419,True
8,Larus glaucescens_Glaucous-winged Gull,Larus glaucescens,0.3987,True
8,Larus hyperboreus_Glaucous Gull,Larus hyperboreus,0.3487,True
8,Regulus regulus_Goldcrest,Regulus regulus,0.4098,True
8,Phalacrocorax carbo_Great Cormorant,Phalacrocorax carbo,0.795,True
8,Podiceps cristatus_Great Crested Grebe,Podiceps cristatus,0.5867,True
8,Ardea alba_Great Egret,Ardea alba,0.691,True
8,Anser albifrons_Greater White-fronted Goose,Anser albifrons,0.4754,True
8,Tringa ochropus_Green Sandpiper,Tringa ochropus,0.442,True
8,Vanellus cinereus_Grey-headed Lapwing,Vanellus cinereus,0.3874,True
8,Tringa brevipes_Grey-tailed Tattler,Tringa brevipes,0.2756,True
8,Ardea cinerea_Grey Heron,Ardea cinerea,0.855,True
8,Pluvialis squatarola_Grey Plover,Pluvialis squatarola,0.4195,True
8,Motacilla cinerea_Grey Wagtail,Motacilla cinerea,0.5526,True
8,Anser anser_Greylag Goose,Anser anser,0.0109,True
8,Coccothraustes coccothraustes_Hawfinch,Coccothraustes coccothraustes,0.4471,True
8,Circus cyaneus_Hen Harrier,Circus cyaneus,0.465,True
8,Grus monacha_Hooded Crane,Grus monacha,0.5411,True
8,Horornis diphone_Japanese Bush Warbler,Horornis diphone,0.6704,True
8,Picus awokera_Japanese Green Woodpecker,Picus awokera,0.3667,True
8,Yungipicus kizuki_Japanese Pygmy Woodpecker,Yungipicus kizuki,0.6626,True
8,Parus minor_Japanese Tit,Parus minor,0.9037,True
8,Motacilla grandis_Japanese Wagtail,Motacilla grandis,0.6686,True
8,Anarhynchus alexandrinus_Kentish Plover,Anarhynchus alexandrinus,0.0,False
8,Corvus macrorhynchos_Large-billed Crow,Corvus macrorhynchos,0.996,True
8,Larus fuscus_Lesser Black-backed Gull,Larus fuscus,0.2592,True
8,Anser erythropus_Lesser White-fronted Goose,Anser erythropus,0.0803,True
8,Emberiza pusilla_Little Bunting,Emberiza pusilla,0.3339,True
8,Egretta garzetta_Little Egret,Egretta garzetta,0.6679,True
8,Tachybaptus ruficollis_Little Grebe,Tachybaptus ruficollis,0.6452,True
8,Thinornis dubius_Little Ringed Plover,Thinornis dubius,0.0,False
8,Limnodromus scolopaceus_Long-billed Dowitcher,Limnodromus scolopaceus,0.0012,True
8,Aegithalos caudatus_Long-tailed Tit,Aegithalos caudatus,0.687,True
8,Anas platyrhynchos_Mallard,Anas platyrhynchos,0.85,True
8,Aix galericulata_Mandarin Duck,Aix galericulata,0.4025,True
8,Tringa stagnatilis_Marsh Sandpiper,Tringa stagnatilis,0.2317,True
8,Emberiza cioides_Meadow Bunting,Emberiza cioides,0.5614,True
8,Falco columbarius_Merlin,Falco columbarius,0.3915,True
8,Cygnus olor_Mute Swan,Cygnus olor,0.3788,True
8,Ficedula narcissina_Narcissus Flycatcher,Ficedula narcissina,0.0676,True
8,Ninox japonica_Northern Boobook,Ninox japonica,0.2224,True
8,Vanellus vanellus_Northern Lapwing,Vanellus vanellus,0.5617,True
8,Anas acuta_Northern Pintail,Anas acuta,0.6414,True
8,Corvus corax_Northern Raven,Corvus corax,0.0006,True
8,Spatula clypeata_Northern Shoveler,Spatula clypeata,0.5645,True
8,Anthus hodgsoni_Olive-backed Pipit,Anthus hodgsoni,0.5142,True
8,Chloris sinica_Oriental Greenfinch,Chloris sinica,0.7009,True
8,Pernis ptilorhynchus_Oriental Honey-buzzard,Pernis ptilorhynchus,0.0592,True
8,Acrocephalus orientalis_Oriental Reed Warbler,Acrocephalus orientalis,0.0267,True
8,Streptopelia orientalis_Oriental Turtle-Dove,Streptopelia orientalis,0.9797,True
8,Pandion haliaetus_Osprey,Pandion haliaetus,0.6347,True
8,Pluvialis fulva_Pacific Golden-Plover,Pluvialis fulva,0.2222,True
8,Turdus pallidus_Pale Thrush,Turdus pallidus,0.7381,True
8,Stercorarius parasiticus_Parasitic Jaeger,Stercorarius parasiticus,0.0951,True
8,Falco peregrinus_Peregrine Falcon,Falco peregrinus,0.3797,True
8,Recurvirostra avosetta_Pied Avocet,Recurvirostra avosetta,0.0574,True
8,Spodiopsar sericeus_Red-billed Starling,Spodiopsar sericeus,0.3877,True
8,Ficedula parva_Red-breasted Flycatcher,Ficedula parva,0.0,True
8,Mergus serrator_Red-breasted Merganser,Mergus serrator,0.4451,True
8,Tarsiger cyanurus_Red-flanked Bluetail,Tarsiger cyanurus,0.5157,True
8,Calidris ruficollis_Red-necked Stint,Calidris ruficollis,0.1571,True
8,Anthus cervinus_Red-throated Pipit,Anthus cervinus,0.3805,True
8,Gallus gallus_Red Junglefowl,Gallus gallus,0.0,True
8,Calidris canutus_Red Knot,Calidris canutus,0.1055,True
8,Emberiza schoeniclus_Reed Bunting,Emberiza schoeniclus,0.4297,True
8,Anthus richardi_Richard's Pipit,Anthus richardi,0.2758,True
8,Columba livia_Rock Pigeon,Columba livia,0.2424,True
